mileage,transmission,body_type,engine_size,year,id,description,type,date_posted,series,geolocation,seats,reference_number,views,color,scrape_date(dd/mm/yyyy),fuel_type,condition
,Automatic,"HatchBack
                            
                          ",1500 cc,2014,260873,good working condition buy and drive no accident. original one owner call,cars,30.12.2021 12:59,"PDE
                            
                          ",,"5
                            
                          ",,665,White,14/01/2022,"Petrol
                            
                          ",
75000 km,Automatic,"Saloon
                            
                          ",1600 cc,2013,198129,"pcy local bmw immaculate condition, one owner",cars,30.12.2021 13:04,"PCY
                            
                          ",,"5
                            
                          ",,2745,Bronze,14/01/2022,"Petrol
                            
                          ",
180 km,Automatic,"SUV
                            
                          ",1900 cc,2004,248340,Excellent Condition,cars,31.12.2021 14:38,"PBY
                            
                          ",,"4
                            
                          ",,131,Beige,14/01/2022,"Petrol
                            
                          ",
180 km,Automatic,"SUV
                            
                          ",1900 cc,2004,248339,Excellent Condition,cars,31.12.2021 14:38,"PCF
                            
                          ",,"4
                            
                          ",,111,Black,14/01/2022,"Petrol
                            
                          ",
1 km,Automatic,"Saloon
                            
                          ",500 cc,2020,264103,(Advertisement),cars,31.12.2021 14:38,"0
                            
                          ",,"5
                            
                          ",,60,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2006,274304,"vehicle is in mint condition, just buy and drive. vehicle is registered in my name.",cars,31.12.2021 14:56,"PCK
                            
                          ",,"5
                            
                          ",,247,Beige,14/01/2022,"Petrol
                            
                          ",
100000 km,Automatic,"Saloon
                            
                          ",2500 cc,2014,277547,J31 teana special edition with Qr 25 engine. Excellent on gas. The picture speaks of its condition.,cars,31.12.2021 18:44,"PCS
                            
                          ",,"5
                            
                          ",,183,Black,14/01/2022,"Petrol
                            
                          ",
123456789 km,Manual,"Pickup
                            
                          ",5000 cc,2020,277548,Good working condition alarm power lock p/s f/ lamp led headlights side steps door vizer bonet vizer new bed liner ac cold transfer ready also trading for a auto matic vehicle like a x trail a Tucson or a Kia Sportage,cars,31.12.2021 18:45,"TCJ
                            
                          ",,"5
                            
                          ",,460,White,14/01/2022,"Diesel
                            
                          ",
200000 km,Automatic,"Estate
                            
                          ",1500 cc,2001,274954,fully powered one owner ac recently painted car is in very good condition still has original engine call,cars,31.12.2021 19:09,"y10
                            
                          ",,"5
                            
                          ",,298,Blue,14/01/2022,"Petrol
                            
                          ",
107000 km,Manual,"Coupe
                            
                          ",1800 cc,2005,277555,immaculate condition,cars,31.12.2021 20:30,"PCT
                            
                          ",,"4
                            
                          ",,370,White,14/01/2022,"Petrol
                            
                          ",
10000 km,Manual,"Saloon
                            
                          ",1600 cc,1979,277556,Contact  for information ,cars,31.12.2021 20:32,"PX
                            
                          ",,"5
                            
                          ",,810,White,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,1996,277565,"Car driving, B14 engine and transmission, car not on my name, but no issues to transfer",cars,31.12.2021 23:43,"PBJ
                            
                          ","Barataria
                            
                          ","4
                            
                          ",,253,Brown,14/01/2022,"Natural gas
                            
                          ",
130000 km,Manual,"Pickup
                            
                          ",2800 cc,2010,275083,AC... Aftermarket Rims...Fogs... Turbo...,cars,01.01.2022 00:44,"TCN
                            
                          ",,"5
                            
                          ",,342,Black,14/01/2022,"Diesel
                            
                          ",
23000 km,Automatic,"SUV
                            
                          ",3000 cc,2015,122320,"BMW X6, 2015, PCU",cars,31.12.2021 18:42,"PCU 
                            
                          ",,"5
                            
                          ",,1570,Black,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",1600 cc,1999,277567,"Nissan B14 super saloon. Fully powered. DVD screens. 20"" status chrome rims. Recently painted. Interchangeable fogs. Strobe lights. Car show qualities.",cars,01.01.2022 01:08,"PBK
                            
                          ",,"5
                            
                          ",,380,Blue,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2005,271253,Subaru Legacy gt for sale,cars,01.01.2022 10:09,"PBS
                            
                          ",,"5
                            
                          ",,366,Silver,14/01/2022,"Petrol
                            
                          ",
300 km,Automatic,"Saloon
                            
                          ",1600 cc,1994,277584,B13 For Sale..$11000.00..Needs Servicing..Carburetor etc..whatsapp.,cars,01.01.2022 10:42,"PBF
                            
                          ","chaguanas
                            
                          ","5
                            
                          ",,549,White,14/01/2022,"Natural gas
                            
                          ",
100000 km,Automatic,"Saloon
                            
                          ",1100 cc,2016,277587,price is negotiable at your best offer,cars,01.01.2022 11:15,"PDL
                            
                          ",,"5
                            
                          ",,334,Black,14/01/2022,"Petrol
                            
                          ",
113000 km,Automatic,"SUV
                            
                          ",,2013,195333,"Kia sportage woman driven ,excellent condition second owner no accident drive and go",cars,01.01.2022 11:39,"PCU
                            
                          ",,,,117,Black,14/01/2022,,
,Manual,"Saloon
                            
                          ",2000 cc,1998,277591,Subaru GC8 WRX ,cars,01.01.2022 11:45,"PBO
                            
                          ","St Augustine
                            
                          ","5
                            
                          ",,518,Green,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",,2006,262085,? New suspension,cars,02.01.2022 11:28,"glx 
                            
                          ",,"5
                            
                          ",,514,Silver,14/01/2022,,
,Automatic,"MPV
                            
                          ",2000 cc,2005,269292,Hyundai 7 seater,cars,02.01.2022 12:43,"PCB
                            
                          ",,"7
                            
                          ",,93,Red,14/01/2022,"Petrol
                            
                          ",
250000 km,Automatic,"SUV
                            
                          ",3000 cc,2003,268785,Two owners . Works well . Located Chaguanas .,cars,02.01.2022 13:18,"PBP
                            
                          ",,"7
                            
                          ",,179,Silver,14/01/2022,"Diesel
                            
                          ",
79000 km,Automatic,"Pickup
                            
                          ",2500 cc,2013,277765,Grand Titanium Model.,cars,02.01.2022 14:12,"TDB
                            
                          ",,"5
                            
                          ",,668,White,14/01/2022,"Diesel
                            
                          ",
5000 km,Automatic,"Pickup
                            
                          ",2800 cc,2020,277767,2020 Hilux SR-V Rocco 2800cc Turbo Diesel Automatic 4WD Wine 360 Degrees Camera. Dual Air Condition.,cars,02.01.2022 14:23,"NEW
                            
                          ",,"5
                            
                          ",,657,Red,14/01/2022,"Diesel
                            
                          ",
,Automatic,"SUV
                            
                          ",2000 cc,2015,277776,One owner excellent condition ,cars,02.01.2022 15:08,"PDJ
                            
                          ",,"5
                            
                          ",,607,White,14/01/2022,"Petrol
                            
                          ",
190000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2009,275255,Good condition. One owner,cars,02.01.2022 17:09,"PDJ
                            
                          ",,"5
                            
                          ",,110,White,14/01/2022,"Petrol
                            
                          ",
82500 km,Automatic,"Saloon
                            
                          ",1500 cc,2014,277800,?Mint condition interior and exterior,cars,02.01.2022 17:25,"PDE, 316 Luxury Edition
                            
                          ",,"5
                            
                          ",,989,White,14/01/2022,"Petrol
                            
                          ",
42000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2018,250233,"2018 Nissan Cube ,push start, reverse camera and keyless entry",cars,02.01.2022 18:11,"pearl white cube
                            
                          ",,"5
                            
                          ",,74,White,14/01/2022,"Petrol
                            
                          ",
48000 km,Automatic,"HatchBack
                            
                          ",1300 cc,2018,250236,"Black Nissan Note, push start, DVD, Reverse camera and keyless entry",cars,02.01.2022 18:11,"Nissan Note
                            
                          ",,"5
                            
                          ",,53,Black,14/01/2022,"Petrol
                            
                          ",
48000 km,Automatic,"HatchBack
                            
                          ",1300 cc,2018,250239,"2018 Nissan Note ,360% camera view,all round sensors,push start and keyless entry",cars,02.01.2022 18:11,"Luxury edition 2018 Nissan Note , Intelligent Silver
                            
                          ",,"5
                            
                          ",,82,Silver,14/01/2022,"Petrol
                            
                          ",
77000 km,Automatic,"Saloon
                            
                          ",1800 cc,2010,277815,"Excellent condition, just buy and drive",cars,02.01.2022 19:08,"PDE
                            
                          ",,"5
                            
                          ",,248,Gray,14/01/2022,"Petrol
                            
                          ",
114000 km,Automatic,"Pickup
                            
                          ",2200 cc,2017,274829,Black ,cars,02.01.2022 19:21,"TDR
                            
                          ",,"4
                            
                          ",,202,Black,14/01/2022,"Diesel
                            
                          ",
10000 km,Automatic,"SUV
                            
                          ",,2020,264349,2021 Toyota Prado Diesel 2800cc,cars,03.01.2022 12:09,"NEW
                            
                          ",,,,775,White,14/01/2022,"Diesel
                            
                          ",
,Automatic,"SUV
                            
                          ",,2020,264885,2021 Honda CRV,cars,03.01.2022 12:10,"NEW
                            
                          ",,,,590,Gray,14/01/2022,,
,Automatic,"SUV
                            
                          ",,2020,263978,Toyota CH-R GT Turbo,cars,03.01.2022 12:11,"NEW
                            
                          ",,,,352,Red,14/01/2022,,
5000 km,Automatic,"SUV
                            
                          ",,2020,263969,2020 Honda Vezel RS Hybrid,cars,03.01.2022 12:11,"NEW
                            
                          ",,,,330,Brown,14/01/2022,"Hybrid
                            
                          ",
,Automatic,"SUV
                            
                          ",,2020,263317,2021 Prado Turbo Diesel 2800cc ,cars,03.01.2022 12:12,"NEW
                            
                          ",,,,1249,White,14/01/2022,,
,Automatic,"Pickup
                            
                          ",2800 cc,2020,263100,2022 Toyota Hilux Rocco GR Sports,cars,03.01.2022 12:12,"NEW
                            
                          ",,,,2116,White,14/01/2022,"Diesel
                            
                          ",
,Automatic,"HatchBack
                            
                          ",,2019,263071,Toyota 2019 Fielder Hybrid Pearl ,cars,03.01.2022 12:13,"NEW
                            
                          ",,,,363,White,14/01/2022,,
,Automatic,"Saloon
                            
                          ",,2002,277965,The car is in good condition and drives well. Power windows. Air Condition.,cars,03.01.2022 12:16,"PCB
                            
                          ",,"5
                            
                          ",,140,Gray,14/01/2022,"Petrol
                            
                          ",
15773 km,Automatic,"SUV
                            
                          ",1500 cc,2019,276858,"Excellent Condition. First owner, vehicle purchased brand new in 2019.",cars,03.01.2022 13:49,"PDX
                            
                          ",,"5
                            
                          ",,793,White,14/01/2022,"Hybrid
                            
                          ",
75000 km,Automatic,"Saloon
                            
                          ",1500 cc,2016,277992,2016 ford fiesta,cars,03.01.2022 13:57,"PDM
                            
                          ",,"5
                            
                          ",,133,Beige,14/01/2022,"Natural gas
                            
                          ",
203843 km,Automatic,"SUV
                            
                          ",2000 cc,2007,277993,Engine size & year to be confirmed.. Please call for more info. BUY AND DRIVE! QUICK SALE.,cars,03.01.2022 13:59,"PCM
                            
                          ","Siparia
                            
                          ","5
                            
                          ",,302,Brown,14/01/2022,"Diesel
                            
                          ",
24000 km,Automatic,"SUV
                            
                          ",1500 cc,2020,277994,Local Honda CRV Fully Loaded Model 2 years old,cars,03.01.2022 14:07,"PDY
                            
                          ",,"5
                            
                          ",,202,Red,14/01/2022,"Petrol
                            
                          ",
90000 km,Automatic,"SUV
                            
                          ",2000 cc,2012,278002,SUV ,cars,03.01.2022 14:21,"PCX
                            
                          ",,"5
                            
                          ",,275,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2009,278063,Mint condition no accident new tyres local just buy and drive,cars,03.01.2022 16:53,"PCK
                            
                          ",,"5
                            
                          ",,182,Black,14/01/2022,"Petrol
                            
                          ",
50000 km,Automatic,"HatchBack
                            
                          ",1300 cc,2014,278019,FOR SALE,cars,03.01.2022 15:03,"PDC
                            
                          ",,"5
                            
                          ",,138,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",,2006,278022,Cs3 Lancer automatic air condition excellent working condition lady driven no accident just buy and drive price negotiable,cars,03.01.2022 15:10,"PCU
                            
                          ",,,,304,Silver,14/01/2022,,
,Automatic,"HatchBack
                            
                          ",1800 cc,2010,278033,Push to start ,cars,03.01.2022 15:38,"PDH
                            
                          ",,"5
                            
                          ",,185,Silver,14/01/2022,"Natural gas
                            
                          ",
1560846 km,Automatic,"Saloon
                            
                          ",1600 cc,2005,278041,car is in very good condition ....,cars,03.01.2022 15:50,"PBS
                            
                          ",,"4
                            
                          ",,443,White,14/01/2022,"Petrol
                            
                          ",
120000 km,Automatic,"Saloon
                            
                          ",,2013,278042,NO PAYMENT PLANS. NO TRADES. ,cars,03.01.2022 15:52,"PCZ
                            
                          ","D'abadie
                            
                          ","5
                            
                          ",,210,White,14/01/2022,"Natural gas
                            
                          ",
113479 km,Automatic,"SUV
                            
                          ",,2001,278043,Lady-driven vehicle in great condition.,cars,03.01.2022 15:55,"PBL
                            
                          ",,"4
                            
                          ",,206,White,14/01/2022,"Natural gas
                            
                          ",
76000 km,Automatic,"Saloon
                            
                          ",1600 cc,2018,278058,One owner,cars,03.01.2022 16:45,"PDT
                            
                          ",,"5
                            
                          ",,283,White,14/01/2022,"Natural gas
                            
                          ",
250000 km,Automatic,"Saloon
                            
                          ",2000 cc,1996,261145,SR20-de engine with hyper CVT transmission?extra parts with purchasing the vehicle.,cars,04.01.2022 11:15,"PBN
                            
                          ",,"5
                            
                          ",,770,Silver,14/01/2022,"Petrol
                            
                          ",
7000 km,Automatic,"SUV
                            
                          ",,2017,188493,Vehicle In Immaculate condition,cars,04.01.2022 11:15,"PDR
                            
                          ",,,,1737,White,14/01/2022,"Hybrid
                            
                          ",
0 km,Automatic,"Saloon
                            
                          ",1200 cc,2007,278237,Recently serviced ,cars,04.01.2022 11:24,"E
                            
                          ",,"5
                            
                          ",,115,White,14/01/2022,"Petrol
                            
                          ",
64000 km,Automatic,"Pickup
                            
                          ",2500 cc,2016,278250,Make:Mitsubishi,cars,04.01.2022 12:00,"TDM
                            
                          ",,"5
                            
                          ",,395,Gray,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",,2003,194649,"Vehicle works well, m54 engine, sunroof, ac front and rear, disc brakes front and rear, steering controls. Please contact  if interested thx",cars,04.01.2022 11:13,"PBR
                            
                          ",,"5
                            
                          ",,190,Silver,14/01/2022,"Petrol
                            
                          ",
58000 km,Automatic,"SUV
                            
                          ",2000 cc,2015,278245,Make:Toyota,cars,04.01.2022 11:52,"PDG
                            
                          ",,"5
                            
                          ",,551,White,14/01/2022,"Petrol
                            
                          ",
26000 km,Automatic,"SUV
                            
                          ",2000 cc,2018,278247,Make:Kia,cars,04.01.2022 11:55,"PDS
                            
                          ",,"5
                            
                          ",,312,Red,14/01/2022,"Petrol
                            
                          ",
134000 km,Automatic,"Saloon
                            
                          ",1600 cc,2010,278249,Make:hyundai,cars,04.01.2022 11:57,"PCN
                            
                          ",,"5
                            
                          ",,207,Silver,14/01/2022,"Petrol
                            
                          ",
99800 km,Automatic,"HatchBack
                            
                          ",1500 cc,2010,278286,"$40,000 negotiable, no good offer refused",cars,04.01.2022 13:09,"PDJ
                            
                          ",,"5
                            
                          ",,179,Silver,14/01/2022,,
110428 km,Automatic,"SUV
                            
                          ",,2017,278265,Hybrid,cars,04.01.2022 12:23,"PDS
                            
                          ",,"7
                            
                          ",,216,Silver,14/01/2022,"Hybrid
                            
                          ",
300000 km,Manual,"Pickup
                            
                          ",2700 cc,1996,278266,No AC,cars,04.01.2022 12:23,"TBK
                            
                          ",,"3
                            
                          ",,370,White,14/01/2022,"Diesel
                            
                          ",
315923 km,Automatic,"MPV
                            
                          ",,2006,278270,7 seater,cars,04.01.2022 12:30,"PCY
                            
                          ",,"7
                            
                          ",,83,White,14/01/2022,"Petrol
                            
                          ",
199000 km,Automatic,"HatchBack
                            
                          ",1200 cc,2010,278292,"needs a paint job, trunk shocks, ac vent selector and front tyres",cars,04.01.2022 13:38,"PDA
                            
                          ","petit valley
                            
                          ","5
                            
                          ",,183,Purple,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1500 cc,2010,208780,Subaru,cars,04.01.2022 13:49,"PDK
                            
                          ",,"5
                            
                          ",,310,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2400 cc,2006,278301,"push to start,android deck touch screen,reverse camera",cars,04.01.2022 14:09,"PCX
                            
                          ","Arima
                            
                          ","5
                            
                          ",,200,Gray,14/01/2022,"Petrol
                            
                          ",
245000 km,Automatic,"SUV
                            
                          ",1600 cc,1997,256041,Selling to upgrade,cars,04.01.2022 12:41,"PBC
                            
                          ",,"5
                            
                          ",,534,Red,14/01/2022,"Petrol
                            
                          ",
120000 km,Manual,"Pickup
                            
                          ",3900 cc,2009,278504,Need sold as soon as. Selling for someone.,cars,05.01.2022 09:35,"TCN
                            
                          ",,"4
                            
                          ",,832,Black,14/01/2022,"Diesel
                            
                          ",
126000 km,Automatic,"Saloon
                            
                          ",1500 cc,2006,274836,Nissan tiida,cars,05.01.2022 09:38,"PDH
                            
                          ",,"5
                            
                          ",,210,Silver,14/01/2022,"Petrol
                            
                          ",
69985 km,Automatic,"SUV
                            
                          ",1500 cc,2014,278511,"well maintained, excellent condition . no issues",cars,05.01.2022 10:05,"PDS
                            
                          ",,"5
                            
                          ",,265,White,14/01/2022,"Hybrid
                            
                          ",
,Automatic,"Saloon
                            
                          ",2500 cc,2001,257613,2001 LEXUS IS200,cars,05.01.2022 10:11,"PCA
                            
                          ",,"5
                            
                          ",,143,Black,14/01/2022,"Petrol
                            
                          ",
206000 km,Automatic,"Saloon
                            
                          ",2000 cc,2008,278514,local Model.,cars,05.01.2022 10:20,"PCK
                            
                          ",,"5
                            
                          ",,305,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2100 cc,2017,278517,For,cars,05.01.2022 10:34,"PDE
                            
                          ",,"5
                            
                          ",,263,Red,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"Saloon
                            
                          ",2900 cc,2008,278538,For sale & trade,cars,05.01.2022 11:43,"PCR
                            
                          ",,"5
                            
                          ",,316,Bronze,14/01/2022,"Natural gas
                            
                          ",
47700 km,Automatic,"SUV
                            
                          ",1500 cc,2015,278678,"Some features include reverse camera, power locks, mirror indicators, push button start, android deck, cruise control, paddle shifters, wood grain finish and steering controls. ",cars,05.01.2022 19:36,"PDT
                            
                          ",,"5
                            
                          ",,218,White,14/01/2022,"Hybrid
                            
                          ",
123456 km,Manual,"Pickup
                            
                          ",2500 cc,2011,278694,"Local, Call for more info",cars,05.01.2022 20:38,"TCT
                            
                          ",,"6
                            
                          ",,113,White,14/01/2022,"Diesel
                            
                          ",
123456 km,Automatic,"SUV
                            
                          ",2800 cc,2013,278702,"Local, Fully Loaded, Call for more info",cars,05.01.2022 20:53,"PCX
                            
                          ",,"5
                            
                          ",,152,Gray,14/01/2022,"Petrol
                            
                          ",
50000 km,Automatic,"SUV
                            
                          ",1500 cc,2017,278680,2017 Honda RS fully loaded. Low Mileage Well maintained. No accident. Recently serviced. Brand new tires. Papers in order ready to transfer. Just buy and drive.,cars,05.01.2022 20:07,"PDX
                            
                          ",,"5
                            
                          ",,208,Black,14/01/2022,"Petrol
                            
                          ",
250000 km,Automatic,"Saloon
                            
                          ",1500 cc,2004,278686,y11 wingroad forsale,cars,05.01.2022 20:26,"PBT
                            
                          ",,"5
                            
                          ",,177,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1400 cc,2001,250145,Good condition. ,cars,05.01.2022 23:15,"PBY
                            
                          ",,"4
                            
                          ",,731,Beige,14/01/2022,"Petrol
                            
                          ",
104000 km,Automatic,"Pickup
                            
                          ",3000 cc,2011,278715,Ford Ranger ,cars,05.01.2022 21:58,"TCS
                            
                          ",,"5
                            
                          ",,344,Blue,14/01/2022,,
,Automatic,"Saloon
                            
                          ",1600 cc,2000,222195,Engine and Transmission good,cars,05.01.2022 23:16,"PBA
                            
                          ",,"5
                            
                          ",,1802,Black,14/01/2022,"Petrol
                            
                          ",
128661 km,Automatic,"SUV
                            
                          ",1600 cc,2014,278692,Recently repainted and serviced by company,cars,05.01.2022 20:38,"PDC
                            
                          ",,"5
                            
                          ",,194,Black,14/01/2022,"Natural gas
                            
                          ",
37072 km,Automatic,"SUV
                            
                          ",,2017,265709,2017 BMW X5 HYBRID ,cars,06.01.2022 02:15,"PDS
                            
                          ",,"5
                            
                          ",,516,White,14/01/2022,"Hybrid
                            
                          ",
32000 km,Automatic,"Coupe
                            
                          ",3800 cc,2009,278751,"non negotiable R35 GTR, ",cars,06.01.2022 05:41,"PDL
                            
                          ",,"4
                            
                          ",,1816,Silver,14/01/2022,"Petrol
                            
                          ",
58000 km,Automatic,"Saloon
                            
                          ",1600 cc,2016,180937,Excellent Condition .Spare tire never used .New tyres. Upgrading to newer model . Plastic still on . Drives Excellent!,cars,05.01.2022 23:16,"PDK
                            
                          ",,"5
                            
                          ",,2865,White,14/01/2022,"Petrol
                            
                          ",
285667 km,Automatic,"Saloon
                            
                          ",1500 cc,1999,278739,No mechanical issues. Very reliable car. Original engine and transmission. Good interior.,cars,05.01.2022 23:31,"PBO
                            
                          ","Central
                            
                          ","5
                            
                          ",,196,White,14/01/2022,"Petrol
                            
                          ",
125000 km,Automatic,"HatchBack
                            
                          ",1600 cc,2015,264202,"Air condition, power windows, power locks, power steering, CD player, USB, Aux and Bluetooth deck,  alloy rims, fabric interior, steering controls",cars,06.01.2022 08:38,"PDJ
                            
                          ",,"5
                            
                          ",,136,Black,14/01/2022,"Petrol
                            
                          ",
124000 km,Automatic,"Pickup
                            
                          ",3000 cc,2009,278753,Mint condition ,cars,06.01.2022 07:04,"TCM
                            
                          ",,"5
                            
                          ",,126,Gray,14/01/2022,"Diesel
                            
                          ",
,Manual,"Pickup
                            
                          ",2500 cc,2012,268104,Manual ,cars,06.01.2022 08:38,"TCU
                            
                          ",,"5
                            
                          ",,196,White,14/01/2022,"Diesel
                            
                          ",
123430 km,Automatic,"HatchBack
                            
                          ",1500 cc,2008,278755,Just buy and drive minor repairs,cars,06.01.2022 08:39,"PDG
                            
                          ",,"5
                            
                          ",,45,White,14/01/2022,"Natural gas
                            
                          ",
67000 km,Automatic,"Saloon
                            
                          ",1400 cc,2017,275813,"Vehicle in mint condition, fully loaded, push start, keyless entry, sunroof, leather interior.",cars,07.01.2022 06:23,"PDR
                            
                          ",,"5
                            
                          ",,439,Brown,14/01/2022,"Petrol
                            
                          ",
170000 km,Manual,"Pickup
                            
                          ",,2005,278917,4D56 Turbo Engine,cars,07.01.2022 07:07,"TBX
                            
                          ",,,,144,Purple,14/01/2022,"Diesel
                            
                          ",
156479 km,Automatic,"Saloon
                            
                          ",1800 cc,2000,278919,"It's solid needs a flash comes original diesel cd20 pw;pl,ps,pm,ac, price is firm on the honest side the high pressure hose need to replace and the main bearing seal need to replace seal cost $65 and $300 to replace the hose is $200 and $100 to replace the ac needs to regas vacume oil and gas $300. Only serious enquires. No low balll and smart comments. Can also contact 485-8821 for more solid information paper work in order ready for transfer as of license office protocol.",cars,07.01.2022 07:24,"PBH
                            
                          ",,"5
                            
                          ",,264,Silver,14/01/2022,"Diesel
                            
                          ",
74000 km,Automatic,"Saloon
                            
                          ",2000 cc,2015,278930,immaculate condition one owner buy and drive ready for transfer,cars,07.01.2022 08:21,"PDJ
                            
                          ",,"5
                            
                          ",,204,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2004,278932,good working condition. all mechanical and electrical features fully functional. new engine installed and full service done in late November 2021. Absolutely no engine and transmission issues. buy and drive. reason for sale i have another vehicle. Need sold ASAP,cars,07.01.2022 08:48,"PCH
                            
                          ",,"5
                            
                          ",,265,Silver,14/01/2022,"Petrol
                            
                          ",
131000 km,Automatic,"Pickup
                            
                          ",2500 cc,2013,275426,Year: 2013,cars,07.01.2022 08:58,"TCZ
                            
                          ",,"5
                            
                          ",,170,Black,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",,1986,278941,Body job needed. ,cars,07.01.2022 09:12,"PAT
                            
                          ",,"5
                            
                          ",,359,Blue,14/01/2022,"Diesel
                            
                          ",
165000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2009,272653,"Excellent working vehicle, no issues , 17"" rims , good tyres, lady driven, all suspension good , car  well  kept.very economical on gas .call   .or you can watts app",cars,07.01.2022 08:56,"PCZ
                            
                          ",,"5
                            
                          ",,809,Beige,14/01/2022,"Petrol
                            
                          ",
28000 km,Automatic,"SUV
                            
                          ",4000 cc,2015,263403,"ML400, Gas, Low mileage, Immaculate condition",cars,07.01.2022 09:28,"PDE 
                            
                          ",,"5
                            
                          ",,70,White,14/01/2022,"Petrol
                            
                          ",
18000 km,Automatic,"Pickup
                            
                          ",2400 cc,2020,278949,"TEB xxx (3 digit) 2021 Mitsubishi Sportero, 18,0000km, Air Condition, Power Windows, Power Locks, Power Mirrors, Power Steering, Anti-Locking Brakes, 4 Wheel Drive, Airbags, Crystal Lights, Projector Lights, LED Running Lights, Fog Lamps, Chrome Accessories, Android Deck, Bluetooth, Alloy Rims, Side Steps, Duraliner, Tint, Keyless Entry, Intelligent Key, Push Button Start, Steering Controls, Fabric Interior, Mirror Indicators, Tray cover, Front and rear sensors, Auto wipers and lights, Collision Mitigation warning",cars,07.01.2022 09:43,"TEB
                            
                          ",,"5
                            
                          ",,457,Orange,14/01/2022,,
,Manual,"Pickup
                            
                          ",,2012,278942,"works well 4d56 engine , no issues call (Sheldon)",cars,07.01.2022 09:14,"TCW
                            
                          ","glenco
                            
                          ","6
                            
                          ",,523,White,14/01/2022,"Diesel
                            
                          ",
180000 km,Automatic,"Estate
                            
                          ",1800 cc,2011,278944,S edition  fielder 1.8 7 speed tiptronic black interior hid led light,cars,07.01.2022 09:26,"PDA
                            
                          ",,"5
                            
                          ",,172,Blue,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1800 cc,2012,268927,Color : Audi Misano Red ,cars,08.01.2022 08:17,"PCU
                            
                          ",,"5
                            
                          ",,223,Red,14/01/2022,"Petrol
                            
                          ",
3600 km,Automatic,"SUV
                            
                          ",2500 cc,2017,203900,"PDS X5 3,600 Km ",cars,07.01.2022 09:28,"PDS
                            
                          ",,"5
                            
                          ",,91,Brown,14/01/2022,"Diesel
                            
                          ",
113000 km,Automatic,"Saloon
                            
                          ",1600 cc,2005,278948,"Air Condition, Power Windows, Power Mirror, CD Player, Alarm, Wood Grain Finish, Leather Interior, Reverse Sensors, Car in excellent conditions. always service on time. Lady Driven.",cars,07.01.2022 09:42,"PCN
                            
                          ","Tacarigua
                            
                          ","5
                            
                          ",,164,Beige,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Pickup
                            
                          ",3200 cc,2010,279164,Nissan E25 for sale,cars,08.01.2022 09:08,"TCK
                            
                          ",,"5
                            
                          ",,112,Silver,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",1800 cc,1999,279274,? power steering,cars,08.01.2022 18:52,"PBO
                            
                          ",,"5
                            
                          ",,91,Red,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1800 cc,2019,279277,"Features:-Air Condition, Power Windows, Power Locks, Power Mirrors, Power Steering, Anti-Locking Brakes, Airbags, Projector Lights, CD Player, MP3 Deck, DVD Deck / Screen, Bluetooth, Tint, Keyless Entry, Bush button strat, Reverse Camera, Fabric Interior",cars,08.01.2022 18:56,"RORO
                            
                          ",,"5
                            
                          ",,102,Black,14/01/2022,"Petrol
                            
                          ",
90 km,Automatic,"Saloon
                            
                          ",1500 cc,2017,270053,Well maintained,cars,08.01.2022 18:58,"PDP
                            
                          ",,"5
                            
                          ",,122,Blue,14/01/2022,"Hybrid
                            
                          ",
73422 km,Automatic,"SUV
                            
                          ",2000 cc,2011,279278,Audi Q5 Quattro ,cars,08.01.2022 19:03,"PCT
                            
                          ","San Fernando
                            
                          ","5
                            
                          ",,236,Black,14/01/2022,"Petrol
                            
                          ",
41000 km,Automatic,"Saloon
                            
                          ",2000 cc,2013,279167,fully loaded audi a6 sport.,cars,08.01.2022 09:16,"PDA
                            
                          ",,"5
                            
                          ",,219,Silver,14/01/2022,"Petrol
                            
                          ",
