mileage,transmission,body_type,engine_size,year,id,description,type,date_posted,series,geolocation,seats,reference_number,views,color,scrape_date(dd/mm/yyyy),fuel_type,condition
135000 km,Automatic,"Saloon
                            
                          ",1800 cc,2012,265502,Local C180. Vehicle is in original condition. Buy and drive. Price Slightly Negotiable,cars,29.12.2021 22:22,"PCY
                            
                          ",,"5
                            
                          ",,1630,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2016,277284,First owner.Fully loaded Cy Lancer. Vehicle is in excellent condition and was recently serviced. Call for for information,cars,29.12.2021 21:43,"PDZ
                            
                          ",,"5
                            
                          ",,769,Gray,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2008,262704,good working condition no accident buy and drive original,cars,30.12.2021 07:32,"PBX
                            
                          ",,"5
                            
                          ",,198,Beige,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2011,269062,good working condition buy and drive no accident original,cars,30.12.2021 07:33,"PCT
                            
                          ",,"5
                            
                          ",,117,Black,14/01/2022,"Petrol
                            
                          ",
,Manual,"Coupe
                            
                          ",1500 cc,1997,264541,Make: Honda,cars,30.12.2021 08:46,"PBC
                            
                          ",,"5
                            
                          ",,274,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1600 cc,2020,277319,"Interior 10/10, A/C, Alarm,Recently painted, Power mirrors, Flash drive deck, 15? rims, just buy and drive",cars,30.12.2021 09:02,"PCY
                            
                          ",,"5
                            
                          ",,314,White,14/01/2022,"Petrol
                            
                          ",
85000 km,Automatic,"Pickup
                            
                          ",3000 cc,2016,277291,"Local, Fully Loaded from Toyota",cars,29.12.2021 22:48,"TDM
                            
                          ",,"5
                            
                          ",,863,Black,14/01/2022,,
,Automatic,"HatchBack
                            
                          ",1500 cc,2008,259902,good working condition buy and Drive original no accident car on  my name,cars,30.12.2021 07:32,"PBU
                            
                          ",,"5
                            
                          ",,721,White,14/01/2022,"Petrol
                            
                          ",
92000 km,Automatic,"Saloon
                            
                          ",2000 cc,2014,256175,Works Perfectly,cars,30.12.2021 07:51,"PDD
                            
                          ",,"5
                            
                          ",,653,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",,2011,206801,FULLY LOADED,cars,30.12.2021 09:13,"PDL
                            
                          ",,,,315,Beige,14/01/2022,"Petrol
                            
                          ",
36000 km,Automatic,"Saloon
                            
                          ",1800 cc,2018,277157,"NISSAN SYLPHY 2018 @ $143,000 ",cars,29.12.2021 10:39,"B-17
                            
                          ",,"5
                            
                          ",,169,Silver,14/01/2022,"Petrol
                            
                          ",
264000 km,Automatic,"SUV
                            
                          ",1500 cc,1999,277322,"pch honda stream for sale in san Fernando car is in good condition, ac pumping call me  no wto",cars,30.12.2021 09:42,"PCH
                            
                          ",,"7
                            
                          ",,161,Gray,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2003,263080,Quick Sales If Interested Contact For Viewing,cars,30.12.2021 09:45,"PBP
                            
                          ",,,,453,Black,14/01/2022,,
,Automatic,"Saloon
                            
                          ",1800 cc,1999,277328,"car runs great fully power coilovers 4 wheel disks brakes 17'""rims 2 coil pack 4g 63 cable type engine ready to transfer call or whatsapp call]",cars,30.12.2021 10:01,"PBG
                            
                          ","central
                            
                          ","5
                            
                          ",,332,Gray,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2007,277341,"Ac,fullypowered, 17""rims usb deck ",cars,30.12.2021 10:33,"PCX
                            
                          ",,"5
                            
                          ",,312,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2006,277162,Local 2.0L Cefiro. 2nd owner. Comes with the original rims. Engine and transmission original and untouched. Rear automatic sunshade. Rear ac vents.,cars,29.12.2021 10:51,"PCA
                            
                          ",,"5
                            
                          ",,652,Black,14/01/2022,"Petrol
                            
                          ",
100000 km,Automatic,"SUV
                            
                          ",1800 cc,2009,277344,PCP ,cars,30.12.2021 10:40,"PCP
                            
                          ",,"5
                            
                          ",,348,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1300 cc,2008,277150,used,cars,29.12.2021 09:45,"PCY
                            
                          ",,"5
                            
                          ",,165,Gray,14/01/2022,"Petrol
                            
                          ",
114000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2012,277115,PCZ aero wingroad project vehicle .Vehicle is in good condition low mileage.,cars,28.12.2021 23:50,"PCZ
                            
                          ",,"5
                            
                          ",,269,White,14/01/2022,,
16000 km,Automatic,"Pickup
                            
                          ",2500 cc,2020,225699,Series: TDY,cars,29.12.2021 01:10,"TDY
                            
                          ",,"5
                            
                          ",,264,Gray,14/01/2022,"Diesel
                            
                          ",
103000 km,Automatic,"Saloon
                            
                          ",1600 cc,2012,254063,Mint condition,cars,29.12.2021 06:08,"PCU
                            
                          ",,"4
                            
                          ",,248,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"MPV
                            
                          ",1600 cc,2003,277125,PCA HONDA STREAM 7 SEATER,cars,29.12.2021 08:18,"PCA
                            
                          ",,"7
                            
                          ",,85,Beige,14/01/2022,"Petrol
                            
                          ",
100000 km,Automatic,"Saloon
                            
                          ",5000 cc,1987,277099,B12 for sale no problems transfering as well insurance for 1 year it on 17s ac everything working just buy an drive walk with your battery an take him call me or whatapp located in st agustine trade as well for a good van or some nice...,cars,28.12.2021 21:01,"PBG
                            
                          ",,"4
                            
                          ",,276,Black,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"Saloon
                            
                          ",3000 cc,2006,176964,c35 laurel,cars,28.12.2021 21:39,"PCA
                            
                          ",,"5
                            
                          ",,197,Silver,14/01/2022,"Petrol
                            
                          ",
70000 km,Automatic,"Pickup
                            
                          ",3000 cc,2012,176687,4x4,cars,28.12.2021 21:40,"TCY
                            
                          ",,"5
                            
                          ",,199,Silver,14/01/2022,"Diesel
                            
                          ",
96000 km,Automatic,"Saloon
                            
                          ",2000 cc,2011,230618,"Air Condition, Power Windows, Power Locks, Power Mirrors, Power Steering, Tiptronic Transmission, Anti-Locking Brakes, 4 Wheel Disc Brakes, Airbags, HiD Lights, Fog Lamps, CD Player, Alloy Rims,  Sunroof, Tint,  Steering Controls, Reverse Sensors, Leather Interior, Mirror Indicators, Car Alarm, ",cars,28.12.2021 16:23,"PCS
                            
                          ",,"5
                            
                          ",,1045,Black,14/01/2022,"Petrol
                            
                          ",
150000 km,Automatic,"Saloon
                            
                          ",1500 cc,2017,276964,CNG,cars,28.12.2021 10:10,"PDS
                            
                          ",,"4
                            
                          ",,387,Silver,14/01/2022,"Natural gas
                            
                          ",
84000 km,Automatic,"MPV
                            
                          ",1500 cc,2016,252974,"Toyota sienta 7 seater very good condition , never been registered , power sliding door, push to start , fabric seats , will accept trade with $70,000 cash and another vehicle as well",cars,28.12.2021 10:12,"RORO
                            
                          ",,"7
                            
                          ",,320,Red,14/01/2022,"Hybrid
                            
                          ",
68000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2016,276977,"PDY TOYOTA AQUA 2016 Hybrid Model, excellent condition",cars,28.12.2021 11:04,"PDY
                            
                          ",,"5
                            
                          ",,273,Silver,14/01/2022,"Hybrid
                            
                          ",
,Automatic,"Saloon
                            
                          ",1600 cc,2015,255891,one owner mint condition,cars,28.12.2021 06:24,"PDD
                            
                          ",,"5
                            
                          ",,628,Brown,14/01/2022,"Petrol
                            
                          ",
1000001 km,Automatic,"Saloon
                            
                          ",2000 cc,1999,234673,"FOR SALE!!  $38,000",cars,28.12.2021 07:29,"PBP
                            
                          ",,"5
                            
                          ",,216,Black,14/01/2022,"Petrol
                            
                          ",
10001 km,Automatic,"Saloon
                            
                          ",2700 cc,1980,234667,"FOR SALE!!  $18,000",cars,28.12.2021 07:29,"PAM
                            
                          ",,"6
                            
                          ",,295,Red,14/01/2022,"Diesel
                            
                          ",
115000 km,Manual,"Pickup
                            
                          ",2500 cc,2015,276958,1st Owner,cars,28.12.2021 09:10,"TDK
                            
                          ",,"5
                            
                          ",,950,Gray,14/01/2022,"Diesel
                            
                          ",
7000 km,Automatic,"HatchBack
                            
                          ",1000 cc,2019,272817,"IN Transit : Available  for Booking 2019/2020 Suzuki Swift RST( TURBO CHARGED )Edition. Only 128k , Condition Grade A. ",cars,27.12.2021 16:25,"RS SWIFT TURBO CHARGED
                            
                          ",,"5
                            
                          ",,248,Blue,14/01/2022,"Petrol
                            
                          ",
27000 km,Automatic,"SUV
                            
                          ",1800 cc,2019,276845,First Owner and Dealer Maintained,cars,27.12.2021 13:34,"PDW
                            
                          ",,"5
                            
                          ",,180,White,14/01/2022,"Hybrid
                            
                          ",
,Automatic,"Saloon
                            
                          ",,2000,276848,12 for Yh money,cars,27.12.2021 13:55,"PBB
                            
                          ",,"5
                            
                          ",,513,Blue,14/01/2022,"Petrol
                            
                          ",
112491 km,Manual,"Estate
                            
                          ",2400 cc,2008,276850,Owner relocating. ,cars,27.12.2021 14:08,"PBA
                            
                          ",,"5
                            
                          ",,862,Blue,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Estate
                            
                          ",1200 cc,1998,276892,?B11 Sunny Automatic Power Steering.,cars,27.12.2021 18:06,"PAS
                            
                          ",,"4
                            
                          ",,336,Red,14/01/2022,"Natural gas
                            
                          ",
140000 km,Automatic,"Saloon
                            
                          ",1400 cc,2010,243522,MK5 Volkswagen Jetta,cars,27.12.2021 20:17,"PCR
                            
                          ",,"5
                            
                          ",,943,Gray,14/01/2022,"Petrol
                            
                          ",
81273 km,Automatic,"Pickup
                            
                          ",3200 cc,2015,218372,"4x4 bt50, new tyres, complete service done, no issues, no accident, inspection up to date,",cars,27.12.2021 20:38,"TDH
                            
                          ",,"5
                            
                          ",,164,Gray,14/01/2022,"Diesel
                            
                          ",
100000 km,Automatic,"HatchBack
                            
                          ",1800 cc,2016,276943,"Hybrid vehicle, Excellent condition.",cars,27.12.2021 22:17,"PDP
                            
                          ",,"5
                            
                          ",,121,Red,14/01/2022,"Hybrid
                            
                          ",
778995 km,Automatic,"Saloon
                            
                          ",2000 cc,1983,276979,RHD CALLS ONLY,cars,28.12.2021 11:09,"P
                            
                          ",,"4
                            
                          ",,423,Green,14/01/2022,"Natural gas
                            
                          ",
64000 km,Automatic,"Saloon
                            
                          ",1600 cc,2016,247650,Pearl White,cars,27.12.2021 23:21,"PDL
                            
                          ",,"5
                            
                          ",,343,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2008,263759,vehcile is in great condition just buy and drive,cars,27.12.2021 23:33,"PCJ
                            
                          ",,"5
                            
                          ",,2113,Gray,14/01/2022,"Petrol
                            
                          ",
154000 km,Manual,"Saloon
                            
                          ",2000 cc,2002,276949,Subaru GDB Bugeye Sti with newly built forged engine for Sale - ,cars,28.12.2021 05:15,"PBZ
                            
                          ",,"5
                            
                          ",,403,Blue,14/01/2022,"Petrol
                            
                          ",
51000 km,Automatic,"Saloon
                            
                          ",2000 cc,2013,277004,"PDB Audi A6 SLine 2013 Sedan: 2L Turbo, Havanna Black",cars,28.12.2021 12:41,"PDB
                            
                          ",,"5
                            
                          ",,664,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1500 cc,1998,277011,Call,cars,28.12.2021 13:57,"Y10
                            
                          ",,"4
                            
                          ",,143,Silver,14/01/2022,"Petrol
                            
                          ",
261205 km,Automatic,"Saloon
                            
                          ",1600 cc,2000,277022,Car in very good condition everything working......,cars,28.12.2021 14:43,"PBR
                            
                          ",,"4
                            
                          ",,200,Green,14/01/2022,"Petrol
                            
                          ",
60000 km,Automatic,"HatchBack
                            
                          ",1400 cc,2017,239483,"Air Condition, Power Windows, Power Locks, Power Mirrors, Power Steering, Anti-Locking Brakes, Airbags, HiD Lights, LED Running Lights, Fog Lamps, MP3 Deck, USB Deck, Bluetooth, Alloy Rims, Tint, Alarm, Keyless Entry, Intelligent Key, Push Button Start, Steering Controls, Reverse Sensors, Reverse Camera, Fabric Interior, Mirror Indicators",cars,28.12.2021 18:42,"PDP
                            
                          ",,"5
                            
                          ",,301,Red,14/01/2022,"Petrol
                            
                          ",
70000 km,Automatic,"SUV
                            
                          ",2000 cc,2015,268538,Fully Loaded S-Line Model. Upgraded Centre Consol with Reverse Camera. ,cars,28.12.2021 14:45,"PDK
                            
                          ",,"5
                            
                          ",,136,White,14/01/2022,"Petrol
                            
                          ",
55000 km,Automatic,"SUV
                            
                          ",3500 cc,2015,273557,FOR SALE/ TRADE,cars,28.12.2021 14:45,"PDH
                            
                          ",,"5
                            
                          ",,200,White,14/01/2022,"Petrol
                            
                          ",
170 km,Automatic,"Saloon
                            
                          ",2000 cc,2010,273257,"BMW 3 Series. 20? Truform rims, Hid?s, Halos, Coil Overs, Music. No issues, No Leaks, No problems. Buy and Drive. recently serviced. Serious inquiries only. No Cut Up fender, shields or interior. Trade may be considered. No small talk.",cars,28.12.2021 19:07,"PDH
                            
                          ",,"5
                            
                          ",,476,White,14/01/2022,"Petrol
                            
                          ",
123000 km,Automatic,"Pickup
                            
                          ",2500 cc,2012,277074,"minor scratches and dents,little rip on lower side of driver seat",cars,28.12.2021 19:38,"TCW
                            
                          ",,,,347,White,14/01/2022,"Diesel
                            
                          ",
21000 km,Automatic,"Saloon
                            
                          ",3000 cc,2018,218715,PDS BMW 530e MSport,cars,28.12.2021 14:45,"PDS
                            
                          ",,"5
                            
                          ",,320,White,14/01/2022,"Hybrid
                            
                          ",
35000 km,Automatic,"Pickup
                            
                          ",3200 cc,2014,274529,Ford Ranger Wildtrak 3.2L Fully Loaded ,cars,28.12.2021 16:20,"TDD
                            
                          ",,"5
                            
                          ",,628,Orange,14/01/2022,"Diesel
                            
                          ",
,Automatic,"SUV
                            
                          ",2000 cc,2009,277078,"good condition,  price neg. call",cars,28.12.2021 20:03,"PDJ
                            
                          ",,"5
                            
                          ",,98,Black,14/01/2022,"Petrol
                            
                          ",
0 km,Automatic,"SUV
                            
                          ",1000 cc,2020,244462,Fully loaded,cars,29.12.2021 08:24,"Brand New
                            
                          ",,"5
                            
                          ",,374,Green,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1300 cc,2004,277081,"22k neg. original 4g13 engine and transmission, 14"" rims, call",cars,28.12.2021 20:23,"PBP
                            
                          ",,"5
                            
                          ",,184,White,14/01/2022,"Petrol
                            
                          ",
115000 km,Automatic,"Saloon
                            
                          ",1600 cc,2007,277095,"Fully powered,ac,good condition",cars,28.12.2021 20:50,"PCU
                            
                          ",,"5
                            
                          ",,138,Gray,14/01/2022,"Petrol
                            
                          ",
21900 km,Automatic,"HatchBack
                            
                          ",1200 cc,2008,277096,Paper work in order,cars,28.12.2021 20:51,"PBS
                            
                          ",,"5
                            
                          ",,295,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"MPV
                            
                          ",2000 cc,2010,196927,very good condition,cars,28.12.2021 22:36,"HDL
                            
                          ",,"8
                            
                          ",,70,Black,14/01/2022,"Natural gas
                            
                          ",
123 km,Automatic,"Saloon
                            
                          ",1600 cc,2000,229348,in good condition,cars,28.12.2021 22:37,"PBJ
                            
                          ",,"5
                            
                          ",,226,Red,14/01/2022,"Natural gas
                            
                          ",
41000 km,Automatic,"HatchBack
                            
                          ",,2017,141042,"Suzuki Ignis 2017 PDR, negotiable. One owner, bought from Lifestyle motors. Car is 4years, dealership maintained, lady driven, owner will be migrating",cars,28.12.2021 23:06,"PDR
                            
                          ",,"5
                            
                          ",,92,Red,14/01/2022,"Petrol
                            
                          ",
95000 km,Automatic,"Saloon
                            
                          ",1100 cc,2017,263922,1 owner. New tyres. Serviced on time.  No issues. No accidents. Price Negotiable.,cars,28.12.2021 23:19,"PDR
                            
                          ",,"5
                            
                          ",,496,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1900 cc,2000,149292,"Reverse sensor, Radio,Rims,Alarm",cars,29.12.2021 08:24,"PBN
                            
                          ",,,,3424,Black,14/01/2022,"Petrol
                            
                          ",
43000 km,Automatic,"Saloon
                            
                          ",1500 cc,2018,218211,"Petrol, Reverse Camera",cars,29.12.2021 08:25,"RoRo
                            
                          ",,"5
                            
                          ",,1042,White,14/01/2022,"Petrol
                            
                          ",
137000 km,Automatic,"HatchBack
                            
                          ",2000 cc,2002,256142,***NISSAN Primera Station Wagon***,cars,26.12.2021 18:11,"PBT
                            
                          ",,"5
                            
                          ",,108,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",1000 cc,2020,217081,Toyota Raize,cars,29.12.2021 08:24,"Raize RoRo - in Transit
                            
                          ",,"5
                            
                          ",,2048,Blue,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",2900 cc,2020,217088,TX Model,cars,29.12.2021 08:24,"RORO (SALE)
                            
                          ",,"7
                            
                          ",,3284,Black,14/01/2022,"Petrol
                            
                          ",
50000 km,Automatic,"Coupe
                            
                          ",1200 cc,2018,244474,"Push Start, Hybrid, Etc.",cars,29.12.2021 08:25,"RoRo Hybrid 
                            
                          ",,"5
                            
                          ",,597,Silver,14/01/2022,"Hybrid
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1200 cc,2018,218162,"Alloy Rims , Fogs, Push to Start , Reverse Camera, HYBRID",cars,29.12.2021 08:26,"RoRo Hybrid 
                            
                          ",,"5
                            
                          ",,479,Blue,14/01/2022,"Hybrid
                            
                          ",
122000 km,Automatic,"Saloon
                            
                          ",1600 cc,2015,269167,Toyota Corolla ,cars,29.12.2021 08:56,"PDH
                            
                          ",,"5
                            
                          ",,952,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1600 cc,2000,237624,Contact-334-3664 ,cars,25.12.2021 23:19,"PBT
                            
                          ",,"5
                            
                          ",,956,Silver,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"HatchBack
                            
                          ",2000 cc,2004,15048,Subaru WRX Wagon,cars,25.12.2021 12:05,"PCD
                            
                          ",,,,3414,Silver,14/01/2022,"Petrol
                            
                          ",
,Manual,"Pickup
                            
                          ",2200 cc,2002,276658,Hyundai Panel Van,cars,25.12.2021 13:33,"TBF
                            
                          ",,"3
                            
                          ",,231,White,14/01/2022,"Diesel
                            
                          ",
110000 km,Manual,"Pickup
                            
                          ",2200 cc,2016,169047,"excellent condition, one owner, trade accepted 4x4",cars,26.12.2021 02:20,"TDN
                            
                          ",,"5
                            
                          ",,916,Gray,14/01/2022,"Diesel
                            
                          ",
30000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2015,272736,"Keyless entry , Push Start, works like new. Looking to sell/trade with for pick-up.",cars,26.12.2021 09:10,"PDY
                            
                          ",,"5
                            
                          ",,150,Blue,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",2300 cc,2010,276730,TURBO DIESEL,cars,26.12.2021 11:23,"PCP
                            
                          ",,"5
                            
                          ",,494,White,14/01/2022,"Diesel
                            
                          ",
,Manual,"MPV
                            
                          ",3200 cc,2002,141928,QD32t  turbo manual,cars,25.12.2021 15:38,"TBR
                            
                          ",,"3
                            
                          ",,2191,White,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2007,276705,Buy and drive,cars,26.12.2021 00:05,"PCY
                            
                          ",,"5
                            
                          ",,328,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1600 cc,2005,276579,Nissan Almera ,cars,24.12.2021 13:40,"PBW
                            
                          ",,"5
                            
                          ",,696,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,1991,276585,Tyres 8/10 ,cars,24.12.2021 14:46,"PBG
                            
                          ",,"4
                            
                          ",,635,Red,14/01/2022,"Petrol
                            
                          ",
14100 km,Automatic,"HatchBack
                            
                          ",1500 cc,2018,276587,Executive G model Aqua - December 2018.,cars,24.12.2021 14:49,"PEA
                            
                          ",,"5
                            
                          ",,119,Silver,14/01/2022,"Hybrid
                            
                          ",
78000 km,Automatic,"HatchBack
                            
                          ",1200 cc,2013,276538,"Car is in excellent condition,reverse camera,push to start with keyless entry,recently serviced call trades accepted",cars,24.12.2021 00:15,"PDP
                            
                          ",,"5
                            
                          ",,177,Silver,14/01/2022,"Petrol
                            
                          ",
,Manual,"Pickup
                            
                          ",2500 cc,2012,262556,"Local Toyota Hilux 4x4 very well maintained, Serviced according to owners manual, Double Din Pioneer deck, Bluetooth, DVD screen, reverse camera, recently undercoat vehicle with Sikkens undercoat, Sikkens Chameleon red to black rims, weathertech mats, windshield UV tint 70%, New brakes, Bridgestone all terrain tyres, Vehicle serviced with original parts, Amsoil fully synthetic oil used in engine, Recently changed diff, gearbox, transfer case, power steering, brakes and clutch fluids, vehicle in immaculate condition, Paperwork straight, serious enquiries only, NO TIME WASTERS.",cars,24.12.2021 06:10,"TCX
                            
                          ",,"5
                            
                          ",,2631,Black,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",1200 cc,2012,262683,Excellent condition power and manual control a/c working recently service,cars,24.12.2021 06:55,"PCZ
                            
                          ",,"5
                            
                          ",,107,White,14/01/2022,"Natural gas
                            
                          ",
120000 km,Automatic,"Saloon
                            
                          ",2000 cc,2009,254639,"vehicle in immaculate condition,just changed from white to blue paint job very fresh. Upgraded lights , sunroof,ac,BRAND NEW RIMS AND TIRES, everything in proper order,MUST SEE",cars,24.12.2021 07:37,"PCP
                            
                          ",,"5
                            
                          ",,1314,Blue,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",,2001,238854,Yaris for sale quick sale,cars,24.12.2021 07:42,"PBJ 
                            
                          ",,,,1258,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",2000 cc,2009,276521,buy and drive good condition ?,cars,23.12.2021 21:07,"PCE
                            
                          ",,"5
                            
                          ",,266,Red,14/01/2022,"Petrol
                            
                          ",
162000 km,Automatic,"Saloon
                            
                          ",1800 cc,2008,276493,"No payment plans or no trade ,serious enquiries only please.",cars,23.12.2021 17:10,"PCL
                            
                          ",,"5
                            
                          ",,736,Black,14/01/2022,"Petrol
                            
                          ",
62000 km,Automatic,"SUV
                            
                          ",,2017,276510,Fully loaded sunroof,cars,23.12.2021 18:50,"PDR
                            
                          ",,"5
                            
                          ",,159,Blue,14/01/2022,"Hybrid
                            
                          ",
180 km,Automatic,"HatchBack
                            
                          ",1500 cc,2015,247123,Perfect Condition,cars,23.12.2021 19:06,"PDG
                            
                          ",,"4
                            
                          ",,129,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",,2008,276518,Kia Picanto; Works fine. Needs some minor repairs. Price negotiable. Contact for more info.,cars,23.12.2021 20:35,"PCJ
                            
                          ",,"5
                            
                          ",,239,Silver,14/01/2022,"Petrol
                            
                          ",
80000 km,Automatic,"SUV
                            
                          ",2000 cc,2017,276520,CALL for more info,cars,23.12.2021 20:43,"PDN
                            
                          ",,"5
                            
                          ",,540,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2100 cc,1997,276525,Car has an sr20 engine.,cars,23.12.2021 21:22,"Vr
                            
                          ",,"4
                            
                          ",,497,Blue,14/01/2022,"Natural gas
                            
                          ",
13 km,Manual,"MPV
                            
                          ",3500 cc,2018,276497,"mercedes benz sprinter panel van , one owner ideal for a vet to move around and attend to pets or you can convert to your liking.  selling as is",cars,23.12.2021 18:05,"TDT
                            
                          ",,"6
                            
                          ",,294,White,14/01/2022,"Diesel
                            
                          ",
49555 km,Automatic,"Saloon
                            
                          ",1500 cc,2017,276531,Bought this year ,cars,23.12.2021 22:50,"PEA
                            
                          ",,"5
                            
                          ",,132,Silver,14/01/2022,"Hybrid
                            
                          ",
67000 km,Automatic,"SUV
                            
                          ",2000 cc,2015,276532,Excellent Condition - Price Negotiable.,cars,23.12.2021 22:51,"PDS
                            
                          ",,"5
                            
                          ",,449,Black,14/01/2022,"Hybrid
                            
                          ",
23000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2018,276535,"Car is in excellent condition. bought it and the car was hardly used.. it was under 17,000km when bought in mid January 2021..",cars,23.12.2021 22:58,"PEA
                            
                          ",,"5
                            
                          ",,258,White,14/01/2022,"Hybrid
                            
                          ",
120 km,Manual,"Pickup
                            
                          ",2500 cc,2018,260542,4x2 ,cars,23.12.2021 21:09,"TCK
                            
                          ",,"5
                            
                          ",,445,Bronze,14/01/2022,"Diesel
                            
                          ",
65000 km,Automatic,"SUV
                            
                          ",,2017,276526,Moon roof,cars,23.12.2021 21:32,"PDJ
                            
                          ",,"5
                            
                          ",,420,Blue,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"Saloon
                            
                          ",1200 cc,2000,276546,use b 14 mid condition,cars,24.12.2021 07:49,"PBB
                            
                          ",,"5
                            
                          ",,384,Black,14/01/2022,"Petrol
                            
                          ",
145000 km,Automatic,"Saloon
                            
                          ",1800 cc,2008,188196,"PDA 2008 Honda Stream 7 seater in excellent condition. Fully powered with no issues, Honda Rims wrapped in new 225/60/16 tires. Mileage 145,000km.",cars,24.12.2021 09:22,"PDA
                            
                          ",,"7
                            
                          ",,161,Silver,14/01/2022,"Petrol
                            
                          ",
56000 km,Automatic,"SUV
                            
                          ",2600 cc,2017,276606,Looking for a trade for a hiace or 4?4 van,cars,24.12.2021 19:32,"PDT
                            
                          ",,"4
                            
                          ",,135,Blue,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"SUV
                            
                          ",1600 cc,2011,276614,vehicle in immaculate condition ,cars,24.12.2021 21:35,"PCN
                            
                          ",,"5
                            
                          ",,717,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",2000 cc,2007,276537,"Original Condition, Engine and Transmission excellent, AC Needs to check, Buy and Drive. No Accidents",cars,23.12.2021 23:41,"PCF
                            
                          ",,"5
                            
                          ",,245,Black,14/01/2022,"Petrol
                            
                          ",
200000 km,Automatic,"Saloon
                            
                          ",1600 cc,2004,276569,"Lady driven almera in mint condition for sale. Reliable vehicle, no problems. Viewing in Palmiste,San Fernando. (Gulf City Mall)",cars,24.12.2021 12:16,"PBY
                            
                          ",,"5
                            
                          ",,394,Blue,14/01/2022,"Petrol
                            
                          ",
35000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2015,276630,"17inch alloy rims, upgraded audio system with English touchscreen head unit, and low mileage",cars,25.12.2021 06:19,"PDX
                            
                          ",,"5
                            
                          ",,273,White,14/01/2022,"Hybrid
                            
                          ",
,Automatic,"Saloon
                            
                          ",,2005,272085,"No problems ,buy and drive suspension recently changed. Quick sale!!!",cars,25.12.2021 06:55,"PBY
                            
                          ",,"5
                            
                          ",,472,White,14/01/2022,"Natural gas
                            
                          ",
77000 km,Automatic,"SUV
                            
                          ",3000 cc,2010,137047,Audi Q7,cars,25.12.2021 11:52,"PCM
                            
                          ",,"5
                            
                          ",,490,Black,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2009,216663,Mitsubishi Lancer GT,cars,25.12.2021 10:40,"PCP
                            
                          ",,"5
                            
                          ",,5439,Black,14/01/2022,"Petrol
                            
                          ",
146000 km,Automatic,"Saloon
                            
                          ",1600 cc,2008,269398,Sunroof,cars,25.12.2021 11:26,"PCF
                            
                          ",,"5
                            
                          ",,213,Black,14/01/2022,"Petrol
                            
                          ",
